,predicted dendrite,real dendrite,ephys predicted creline,real creline,real e-type,ephys e-type predictions,real m-type,real me-type,ephys m-type predictions,ephys me-type predictions,specimen_id,morph me-type predictions,morph m-type predictions,morph e-type predictions,ephys and morph me-type predictions,ephys and morph m-type predictions,ephys and morph e-type predictions
1409,aspiny,sparsely spiny,Chrna2-Cre_OE25,Chat-IRES-Cre-neo,Exc_3,Inh_5,,,Spiny_15,ME_Exc_7,582613001,ME_Exc_13,Spiny_14,Inh_6,ME_Exc_13,Spiny_14,Inh_2
1410,aspiny,aspiny,Chrna2-Cre_OE25,Vip-IRES-Cre,Inh_1,Exc_1,,,Spiny_1,ME_Exc_7,592868444,,,,,,
1411,aspiny,aspiny,Chrna2-Cre_OE25,Slc32a1-T2A-FlpO|Vipr2-IRES2-Cre,Inh_13,Exc_1,,,Spiny_1,ME_Exc_7,596808392,,,,,,
1412,aspiny,aspiny,Chrna2-Cre_OE25,Vip-IRES-Cre,Exc_3,Inh_6,Spiny_14,ME_Exc_1,Spiny_1,ME_Exc_7,509620929,,,,,,
1413,spiny,spiny,Chrna2-Cre_OE25,Ndnf-IRES2-dgCre,Exc_3,Exc_1,Spiny_9,ME_Exc_13,Spiny_1,ME_Exc_7,565480987,,,,,,
1414,spiny,spiny,Chrna2-Cre_OE25,Tlx3-Cre_PL56,Exc_3,Inh_6,,,Spiny_1,ME_Exc_7,588728161,,,,,,
1415,spiny,spiny,Chrna2-Cre_OE25,Penk-IRES2-Cre-neo,Exc_3,Inh_6,Spiny_18,ME_Exc_2,Spiny_1,ME_Exc_7,603423462,ME_Exc_13,Spiny_14,Exc_3,ME_Exc_13,Spiny_14,Inh_4
1416,aspiny,aspiny,Chrna2-Cre_OE25,Ndnf-IRES2-dgCre,Exc_1,Exc_1,,,Spiny_1,ME_Exc_7,527463935,,,,,,
1417,spiny,spiny,Chrna2-Cre_OE25,Rbp4-Cre_KL100,Exc_3,Inh_6,,,Spiny_1,ME_Exc_7,485610263,,,,,,
1418,aspiny,aspiny,Chrna2-Cre_OE25,Pvalb-IRES-Cre,Exc_3,Exc_1,Spiny_17,ME_Exc_6,Spiny_1,ME_Exc_7,482516713,ME_Exc_13,Spiny_14,Inh_6,ME_Exc_13,Spiny_14,Inh_2
1419,aspiny,aspiny,Chrna2-Cre_OE25,Pvalb-IRES-Cre,Exc_3,Exc_1,Spiny_19,ME_Exc_9,Spiny_1,ME_Exc_7,579290303,,,,,,
1420,aspiny,aspiny,Chrna2-Cre_OE25,Htr3a-Cre_NO152,Inh_10,Exc_1,,,Spiny_1,ME_Exc_7,327962063,ME_Exc_13,Spiny_14,Inh_6,ME_Exc_13,Spiny_14,Inh_2
1421,spiny,spiny,Chrna2-Cre_OE25,Ntsr1-Cre_GN220,Exc_3,Inh_6,Spiny_3,ME_Exc_12,Spiny_1,ME_Exc_7,509005331,,,,,,
1422,aspiny,aspiny,Chrna2-Cre_OE25,Pvalb-IRES-Cre,Exc_1,Exc_1,Spiny_5,ME_Exc_20,Spiny_1,ME_Exc_7,572375809,,,,,,
1423,aspiny,spiny,Chrna2-Cre_OE25,Ntsr1-Cre_GN220,Inh_4,Exc_1,,,Spiny_1,ME_Exc_7,559221786,,,,,,
1424,aspiny,aspiny,Chrna2-Cre_OE25,Pvalb-IRES-Cre,Exc_3,Exc_1,,,Spiny_1,ME_Exc_7,318556138,,,,,,
1425,spiny,spiny,Chrna2-Cre_OE25,Rorb-IRES2-Cre,Inh_12,Inh_6,,,Spiny_1,ME_Exc_7,476053392,,,,,,
1426,spiny,spiny,Chrna2-Cre_OE25,Rorb-IRES2-Cre,Exc_3,Exc_1,,,Spiny_1,ME_Exc_7,324053705,,,,,,
1427,spiny,spiny,Chrna2-Cre_OE25,Scnn1a-Tg2-Cre,Inh_13,Inh_6,,,Spiny_1,ME_Exc_7,464079491,,,,,,
1428,spiny,spiny,Chrna2-Cre_OE25,Rbp4-Cre_KL100,Inh_3,Inh_6,,,Spiny_1,ME_Exc_7,485956826,,,,,,
1429,aspiny,aspiny,Chrna2-Cre_OE25,Sst-IRES-Cre,Inh_2,Inh_5,,,Spiny_7,ME_Exc_5,323475862,ME_Exc_13,Spiny_14,Inh_6,ME_Exc_13,Spiny_14,Inh_2
1430,spiny,spiny,Chrna2-Cre_OE25,Cux2-CreERT2,Inh_4,Inh_6,,,Spiny_1,ME_Exc_7,486753754,,,,,,
1431,aspiny,aspiny,Chrna2-Cre_OE25,Sst-IRES-Cre,Inh_4,Exc_1,,,Spiny_1,ME_Exc_7,491030723,,,,,,
1432,aspiny,aspiny,Chrna2-Cre_OE25,Sst-IRES-Cre,Inh_12,Exc_1,,,Spiny_1,ME_Exc_7,497560724,,,,,,
1433,spiny,spiny,Chrna2-Cre_OE25,Chrna2-Cre_OE25,Exc_3,Inh_6,,,Spiny_1,ME_Exc_7,569664731,,,,,,
1434,spiny,spiny,Chrna2-Cre_OE25,Rorb-IRES2-Cre,Exc_3,Inh_6,,,Spiny_1,ME_Exc_7,506133241,ME_Exc_13,Spiny_14,Inh_6,ME_Exc_13,Spiny_14,Inh_6
1435,spiny,spiny,Chrna2-Cre_OE25,Rbp4-Cre_KL100,Exc_3,Inh_6,,,Spiny_1,ME_Exc_7,490779678,,,,,,
1436,aspiny,aspiny,Chrna2-Cre_OE25,Vip-IRES-Cre,Exc_1,Exc_1,,,Spiny_1,ME_Exc_7,570081024,,,,,,
1437,aspiny,aspiny,Chrna2-Cre_OE25,Sst-IRES-Cre,Inh_3,Exc_1,,,Spiny_1,ME_Exc_7,476751360,ME_Exc_13,Spiny_14,Inh_6,ME_Exc_13,Spiny_14,Inh_4
1438,aspiny,aspiny,Chrna2-Cre_OE25,Nos1-CreERT2,Exc_3,Inh_6,,,Spiny_1,ME_Exc_7,560750295,,,,,,
1439,spiny,spiny,Chrna2-Cre_OE25,Esr2-IRES2-Cre,Inh_2,Inh_6,,,Spiny_1,ME_Exc_7,568582664,,,,,,
1440,spiny,spiny,Chrna2-Cre_OE25,Esr2-IRES2-Cre,Inh_9,Exc_1,,,Spiny_1,ME_Exc_7,568584929,,,,,,
1441,spiny,spiny,Chrna2-Cre_OE25,Scnn1a-Tg3-Cre,Exc_3,Exc_1,Spiny_7,ME_Exc_17,Spiny_1,ME_Exc_7,584637407,,,,,,
1442,aspiny,aspiny,Chrna2-Cre_OE25,Nkx2-1-CreERT2,Inh_7,Exc_1,,,Spiny_1,ME_Exc_7,580537822,,,,,,
1443,spiny,spiny,Chrna2-Cre_OE25,Slc17a6-IRES-Cre,Inh_5,Inh_6,Aspiny_2,ME_Inh_24,Spiny_1,ME_Exc_7,477135941,ME_Exc_13,Spiny_14,Inh_6,ME_Exc_13,Spiny_14,Inh_6
1444,spiny,spiny,Chrna2-Cre_OE25,Nr5a1-Cre,Exc_3,Exc_1,Spiny_10,ME_Exc_2,Spiny_1,ME_Exc_7,479683481,,,,,,
1445,aspiny,aspiny,Chrna2-Cre_OE25,Pvalb-IRES-Cre,Inh_1,Exc_1,,,Aspiny_4,ME_Inh_2,486754703,,,,,,
1446,aspiny,aspiny,Chrna2-Cre_OE25,Ndnf-IRES2-dgCre,Exc_3,Exc_1,,,Spiny_1,ME_Exc_7,579611597,,,,,,
1447,aspiny,aspiny,Chrna2-Cre_OE25,Htr3a-Cre_NO152,Exc_3,Inh_5,Spiny_14,ME_Exc_1,Spiny_7,ME_Exc_5,474596625,,,,,,
1448,aspiny,aspiny,Chrna2-Cre_OE25,Htr3a-Cre_NO152,Inh_2,Exc_1,,,Spiny_1,ME_Exc_7,482511164,,,,,,
1449,aspiny,aspiny,Chrna2-Cre_OE25,Nos1-CreERT2|Sst-IRES-FlpO,Exc_3,Inh_6,,,Spiny_1,ME_Inh_24,547238558,,,,,,
1450,aspiny,aspiny,Chrna2-Cre_OE25,Oxtr-T2A-Cre,Inh_10,Exc_1,,,Spiny_1,ME_Exc_7,584664194,,,,,,
1451,spiny,spiny,Chrna2-Cre_OE25,Nr5a1-Cre,Inh_3,Inh_6,,,Spiny_1,ME_Exc_7,514544971,,,,,,
1452,aspiny,aspiny,Chrna2-Cre_OE25,Htr3a-Cre_NO152,Inh_12,Inh_5,,,Spiny_7,ME_Exc_5,561936316,,,,,,
1453,aspiny,aspiny,Chrna2-Cre_OE25,Sst-IRES-Cre,Inh_3,Exc_1,,,Spiny_1,ME_Exc_7,485455249,,,,,,
1454,spiny,sparsely spiny,Chrna2-Cre_OE25,Nos1-CreERT2|Sst-IRES-FlpO,Exc_3,Inh_6,,,Spiny_1,ME_Exc_7,547344442,ME_Exc_13,Spiny_14,Inh_6,ME_Exc_13,Spiny_14,Inh_2
1455,spiny,spiny,Chrna2-Cre_OE25,Rbp4-Cre_KL100,Inh_3,Inh_6,,,Spiny_1,ME_Exc_7,479711015,,,,,,
1456,spiny,spiny,Chrna2-Cre_OE25,Cux2-CreERT2,Exc_2,Inh_6,,,Spiny_1,ME_Exc_7,490376252,,,,,,
1457,spiny,spiny,Chrna2-Cre_OE25,Cux2-CreERT2,Inh_12,Inh_6,,,Spiny_1,ME_Exc_7,489259263,,,,,,
1458,aspiny,aspiny,Chrna2-Cre_OE25,Ndnf-IRES2-dgCre,Inh_6,Exc_1,,,Spiny_1,ME_Exc_7,555734606,,,,,,
1459,spiny,aspiny,Chrna2-Cre_OE25,Nos1-CreERT2|Sst-IRES-FlpO,Exc_3,Inh_6,,,Spiny_1,ME_Exc_7,547325858,ME_Exc_13,Spiny_14,Inh_6,ME_Exc_13,Spiny_14,Inh_2
1460,aspiny,aspiny,Chrna2-Cre_OE25,Nkx2-1-CreERT2,Inh_5,Exc_1,,,Spiny_1,ME_Exc_7,554432769,,,,,,
1461,spiny,spiny,Chrna2-Cre_OE25,Oxtr-T2A-Cre,Inh_11,Inh_6,,,Spiny_1,ME_Exc_7,584682764,ME_Exc_13,Spiny_14,Inh_6,ME_Exc_13,Spiny_11,Inh_6
1462,spiny,spiny,Chrna2-Cre_OE25,Sim1-Cre_KJ18,Inh_3,Inh_6,Aspiny_17,ME_Inh_3,Spiny_1,ME_Exc_7,623893177,,,,,,
1463,spiny,spiny,Chrna2-Cre_OE25,Cux2-CreERT2,Inh_4,Exc_1,,,Spiny_1,ME_Exc_7,484515166,,,,,,
1464,aspiny,aspiny,Chrna2-Cre_OE25,Vip-IRES-Cre,Inh_12,Exc_1,,,Spiny_1,ME_Exc_7,569810649,ME_Exc_13,Spiny_14,Inh_6,ME_Exc_13,Spiny_14,Inh_2
1465,aspiny,aspiny,Chrna2-Cre_OE25,Vip-IRES-Cre,Inh_5,Exc_1,,,Spiny_1,ME_Exc_7,560690291,,,,,,
1466,aspiny,aspiny,Chrna2-Cre_OE25,Vip-IRES-Cre,Exc_3,Exc_1,Spiny_7,ME_Exc_15,Spiny_15,ME_Exc_7,591626585,,,,,,
1467,spiny,spiny,Chrna2-Cre_OE25,Tlx3-Cre_PL56,Exc_3,Inh_6,Spiny_19,ME_Exc_9,Spiny_1,ME_Exc_7,563353582,,,,,,
1468,aspiny,aspiny,Chrna2-Cre_OE25,Chat-IRES-Cre-neo,Exc_3,Inh_5,Spiny_7,ME_Exc_14,Spiny_15,ME_Exc_7,582647492,,,,,,
1469,aspiny,aspiny,Chrna2-Cre_OE25,Slc32a1-T2A-FlpO|Vipr2-IRES2-Cre,Inh_6,Exc_1,Aspiny_11,ME_Inh_24,Spiny_1,ME_Exc_7,585951863,ME_Exc_13,Spiny_14,Inh_6,ME_Exc_13,Spiny_14,Inh_2
1470,spiny,aspiny,Chrna2-Cre_OE25,Vip-IRES-Cre,Exc_3,Exc_1,Spiny_9,ME_Exc_13,Spiny_1,ME_Exc_7,575920560,,,,,,
1471,aspiny,aspiny,Chrna2-Cre_OE25,Slc32a1-T2A-FlpO|Vipr2-IRES2-Cre,Inh_4,Exc_1,,,Spiny_1,ME_Exc_7,593448793,,,,,,
1472,spiny,spiny,Chrna2-Cre_OE25,Scnn1a-Tg3-Cre,Inh_6,Inh_6,,,Spiny_1,ME_Exc_7,476216637,ME_Exc_13,Spiny_14,Inh_6,ME_Exc_13,Spiny_14,Inh_2
1473,aspiny,aspiny,Chrna2-Cre_OE25,Ndnf-IRES2-dgCre,Inh_5,Inh_5,,,Spiny_1,ME_Exc_7,574610205,,,,,,
1474,spiny,spiny,Chrna2-Cre_OE25,Ntsr1-Cre_GN220,Exc_3,Exc_1,,,Spiny_1,ME_Exc_7,508980706,ME_Exc_13,Spiny_14,Inh_6,ME_Exc_13,Spiny_14,Inh_2
1475,spiny,spiny,Chrna2-Cre_OE25,Rorb-IRES2-Cre,Exc_3,Inh_6,,,Spiny_1,ME_Exc_7,488679042,ME_Exc_13,Spiny_14,Inh_6,ME_Exc_13,Spiny_14,Inh_2
1476,spiny,spiny,Chrna2-Cre_OE25,Rbp4-Cre_KL100,Inh_3,Inh_6,,,Spiny_1,ME_Exc_7,501014504,,,,,,
1477,aspiny,aspiny,Chrna2-Cre_OE25,Sst-IRES-Cre,Exc_3,Exc_1,,,Spiny_1,ME_Exc_7,475132727,,,,,,
1478,spiny,spiny,Chrna2-Cre_OE25,Vipr2-IRES2-Cre,Exc_3,Inh_6,,,Spiny_1,ME_Exc_7,571295641,,,,,,
1479,spiny,spiny,Chrna2-Cre_OE25,Nr5a1-Cre,Exc_2,Inh_6,,,Spiny_1,ME_Exc_7,397345294,,,,,,
1480,spiny,spiny,Chrna2-Cre_OE25,Esr2-IRES2-Cre,Inh_11,Inh_6,,,Spiny_1,ME_Exc_7,568568071,ME_Exc_13,Spiny_14,Inh_6,ME_Exc_13,Spiny_14,Inh_2
1481,aspiny,aspiny,Chrna2-Cre_OE25,Vip-IRES-Cre,Inh_3,Exc_1,,,Spiny_1,ME_Exc_7,569802200,,,,,,
1482,aspiny,aspiny,Chrna2-Cre_OE25,Nkx2-1-CreERT2,Inh_6,Exc_1,,,Spiny_1,ME_Exc_7,606245618,,,,,,
1483,spiny,spiny,Chrna2-Cre_OE25,Nr5a1-Cre,Inh_2,Inh_6,,,Spiny_1,ME_Exc_7,502267531,ME_Exc_13,Spiny_14,Inh_6,ME_Exc_13,Spiny_14,Inh_6
1484,spiny,spiny,Chrna2-Cre_OE25,Cux2-CreERT2,Exc_4,Inh_6,,,Spiny_1,ME_Exc_7,513579447,,,,,,
1485,aspiny,aspiny,Chrna2-Cre_OE25,Sst-IRES-Cre,Exc_3,Inh_5,,,Spiny_1,ME_Inh_24,324522388,,,,,,
1486,aspiny,aspiny,Chrna2-Cre_OE25,Pvalb-IRES-Cre,Inh_5,Exc_1,,,Spiny_1,ME_Exc_7,567901050,,,,,,
1487,aspiny,aspiny,Chrna2-Cre_OE25,Nkx2-1-CreERT2,Exc_3,Exc_1,Spiny_4,ME_Exc_17,Spiny_1,ME_Exc_7,581020172,,,,,,
1488,aspiny,spiny,Chrna2-Cre_OE25,Chrna2-Cre_OE25,Exc_3,Inh_6,,,Spiny_1,ME_Exc_7,555060623,,,,,,
1489,spiny,aspiny,Chrna2-Cre_OE25,Chrna2-Cre_OE25,,Inh_6,,,Spiny_1,ME_Exc_7,583719952,,,,,,
1490,aspiny,spiny,Chrna2-Cre_OE25,Cux2-CreERT2,Exc_4,Exc_1,,,Spiny_1,ME_Exc_7,483018019,,,,,,
1491,spiny,aspiny,Chrna2-Cre_OE25,Vip-IRES-Cre,Exc_3,Inh_6,,,Spiny_1,ME_Exc_7,585080288,,,,,,
1492,aspiny,aspiny,Chrna2-Cre_OE25,Pvalb-IRES-Cre,Inh_3,Exc_1,Aspiny_18,ME_Inh_18,Spiny_1,ME_Exc_7,333604946,ME_Exc_13,Spiny_14,Inh_6,ME_Exc_13,Spiny_14,Inh_2
1493,spiny,sparsely spiny,Chrna2-Cre_OE25,Sst-IRES-Cre,Inh_5,Exc_1,,,Spiny_1,ME_Exc_7,473593847,ME_Exc_13,Spiny_14,Inh_6,ME_Exc_13,Spiny_14,Inh_2
1494,aspiny,sparsely spiny,Chrna2-Cre_OE25,Nos1-CreERT2|Sst-IRES-FlpO,Exc_3,Inh_6,,,Spiny_1,ME_Exc_7,517345160,ME_Exc_13,Spiny_14,Inh_6,ME_Exc_13,Spiny_14,Inh_2
1495,spiny,spiny,Chrna2-Cre_OE25,Rbp4-Cre_KL100,Inh_8,Exc_1,,,Spiny_1,ME_Exc_7,488683425,ME_Exc_13,Spiny_14,Inh_6,ME_Exc_13,Spiny_14,Inh_2
1496,aspiny,spiny,Chrna2-Cre_OE25,Rorb-IRES2-Cre,Exc_3,Exc_1,,,Spiny_1,ME_Exc_7,490624177,,,,,,
1497,aspiny,aspiny,Chrna2-Cre_OE25,Vip-IRES-Cre,Exc_3,Exc_1,Spiny_12,ME_Exc_5,Spiny_1,ME_Exc_7,560424631,,,,,,
1498,aspiny,aspiny,Chrna2-Cre_OE25,Vip-IRES-Cre,Inh_1,Inh_5,,,Spiny_15,ME_Exc_7,575937040,,,,,,
1499,aspiny,aspiny,Chrna2-Cre_OE25,Ndnf-IRES2-dgCre,Exc_3,Exc_1,Spiny_19,ME_Exc_9,Spiny_1,ME_Exc_7,536306115,ME_Exc_13,Spiny_14,Inh_6,ME_Exc_13,Spiny_14,Inh_2
1500,aspiny,aspiny,Chrna2-Cre_OE25,Nkx2-1-CreERT2,Exc_3,Exc_1,,,Spiny_1,ME_Exc_7,606336338,,,,,,
1501,spiny,spiny,Chrna2-Cre_OE25,Nr5a1-Cre,Exc_3,Inh_6,,,Spiny_1,ME_Exc_7,502993826,,,,,,
1502,aspiny,aspiny,Chrna2-Cre_OE25,Vip-IRES-Cre,Exc_3,Exc_1,,,Spiny_1,ME_Exc_7,571255047,,,,,,
1503,aspiny,aspiny,Chrna2-Cre_OE25,Htr3a-Cre_NO152,Inh_3,Exc_1,,,Aspiny_4,ME_Exc_7,326786924,,,,,,
1504,aspiny,aspiny,Chrna2-Cre_OE25,Sst-IRES-Cre,Inh_1,Exc_1,Aspiny_17,ME_Inh_20,Spiny_1,ME_Exc_7,388874977,,,,,,
1505,aspiny,aspiny,Chrna2-Cre_OE25,Slc32a1-T2A-FlpO|Vipr2-IRES2-Cre,Inh_12,Exc_1,,,Spiny_1,ME_Exc_7,586073850,ME_Exc_13,Spiny_14,Inh_6,ME_Exc_13,Spiny_14,Inh_2
1506,aspiny,aspiny,Chrna2-Cre_OE25,Chrna2-Cre_OE25|Pvalb-T2A-Dre,Inh_13,Exc_1,,,Spiny_1,ME_Exc_7,593579697,,,,,,
1507,aspiny,aspiny,Chrna2-Cre_OE25,Pvalb-IRES-Cre,Exc_3,Exc_1,,,Spiny_1,ME_Exc_7,320421014,,,,,,
1508,aspiny,aspiny,Chrna2-Cre_OE25,Sst-IRES-Cre,Exc_3,Exc_1,,,Spiny_1,ME_Exc_7,486352114,,,,,,
1509,aspiny,aspiny,Chrna2-Cre_OE25,Oxtr-T2A-Cre,Inh_12,Exc_1,,,Spiny_1,ME_Exc_7,584215214,,,,,,
1510,aspiny,aspiny,Chrna2-Cre_OE25,Nos1-CreERT2,Exc_3,Exc_1,Spiny_17,ME_Exc_6,Spiny_1,ME_Exc_7,560992553,ME_Exc_13,Spiny_14,Inh_6,ME_Exc_13,Spiny_14,Inh_4
1511,spiny,spiny,Chrna2-Cre_OE25,Scnn1a-Tg2-Cre,Exc_2,Inh_6,,,Spiny_1,ME_Exc_7,469661756,,,,,,
1512,aspiny,aspiny,Chrna2-Cre_OE25,Nkx2-1-CreERT2,Exc_4,Inh_6,Spiny_14,ME_Exc_1,Spiny_1,ME_Exc_7,567029686,ME_Exc_13,Spiny_14,Inh_6,ME_Exc_13,Spiny_14,Inh_2
1513,aspiny,aspiny,Chrna2-Cre_OE25,Sst-IRES-Cre,Exc_4,Exc_1,Spiny_12,ME_Exc_1,Spiny_1,ME_Exc_7,482692974,,,,,,
1514,aspiny,sparsely spiny,Chrna2-Cre_OE25,Pvalb-IRES-Cre,Exc_2,Exc_1,,,Spiny_1,ME_Exc_7,574377552,ME_Exc_13,Spiny_14,Inh_6,ME_Exc_13,Spiny_14,Inh_2
1515,spiny,aspiny,Chrna2-Cre_OE25,Vip-IRES-Cre,Inh_11,Exc_1,,,Spiny_1,ME_Exc_7,561934585,ME_Exc_13,Spiny_14,Inh_6,ME_Exc_13,Spiny_14,Inh_2
1516,aspiny,aspiny,Chrna2-Cre_OE25,Sst-IRES-Cre,Inh_3,Inh_6,,,Spiny_1,ME_Exc_7,485058595,ME_Exc_13,Spiny_14,Inh_6,ME_Exc_13,Spiny_14,Inh_6
1517,aspiny,sparsely spiny,Chrna2-Cre_OE25,Chrna2-Cre_OE25,Exc_2,Exc_1,Spiny_12,ME_Exc_5,Spiny_1,ME_Exc_7,567320213,ME_Exc_13,Spiny_14,Exc_3,ME_Exc_13,Spiny_14,Inh_4
1518,spiny,spiny,Chrna2-Cre_OE25,Cux2-CreERT2,Inh_3,Exc_1,,,Spiny_1,ME_Exc_7,489887491,,,,,,
1519,spiny,spiny,Chrna2-Cre_OE25,Scnn1a-Tg2-Cre,Inh_7,Inh_6,,,Spiny_1,ME_Exc_7,490283519,,,,,,
1520,spiny,spiny,Chrna2-Cre_OE25,Cux2-CreERT2,Inh_4,Exc_1,Aspiny_4,ME_Inh_23,Spiny_1,ME_Exc_7,502359348,,,,,,
1521,aspiny,sparsely spiny,Chrna2-Cre_OE25,Ndnf-IRES2-dgCre,Inh_7,Exc_1,,,Spiny_1,ME_Exc_7,527869035,ME_Exc_13,Spiny_14,Inh_6,ME_Exc_13,Spiny_14,Inh_2
1522,aspiny,aspiny,Chrna2-Cre_OE25,Ndnf-IRES2-dgCre,Exc_3,Exc_1,Spiny_11,ME_Exc_6,Spiny_1,ME_Exc_7,562630201,,,,,,
1523,spiny,spiny,Chrna2-Cre_OE25,Nr5a1-Cre,Exc_3,Exc_1,,,Spiny_1,ME_Exc_7,397348126,,,,,,
1524,aspiny,aspiny,Chrna2-Cre_OE25,Ndnf-IRES2-dgCre,Inh_1,Exc_1,,,Spiny_15,ME_Exc_7,555781149,,,,,,
1525,aspiny,aspiny,Chrna2-Cre_OE25,Sst-IRES-Cre,Inh_2,Exc_1,,,Spiny_1,ME_Exc_7,482735425,,,,,,
1526,spiny,spiny,Chrna2-Cre_OE25,Ntsr1-Cre_GN220,Inh_3,Exc_1,,,Spiny_1,ME_Exc_7,522152249,ME_Exc_13,Spiny_14,Inh_6,ME_Exc_13,Spiny_14,Inh_2
1527,aspiny,aspiny,Chrna2-Cre_OE25,Htr3a-Cre_NO152,Exc_3,Exc_1,,,Spiny_1,ME_Exc_7,474652473,,,,,,
1528,spiny,spiny,Chrna2-Cre_OE25,Scnn1a-Tg2-Cre,Exc_2,Inh_6,,,Spiny_1,ME_Exc_7,480647923,,,,,,
1529,spiny,spiny,Chrna2-Cre_OE25,Esr2-IRES2-Cre,Exc_3,Inh_6,,,Spiny_1,ME_Exc_7,580612566,,,,,,
1530,spiny,spiny,Chrna2-Cre_OE25,Scnn1a-Tg2-Cre,Inh_3,Inh_6,Aspiny_14,ME_Inh_3,Spiny_1,ME_Exc_7,517647182,ME_Exc_13,Spiny_14,Inh_6,ME_Exc_13,Spiny_14,Inh_11
1531,spiny,spiny,Chrna2-Cre_OE25,Oxtr-T2A-Cre,Inh_12,Exc_1,,,Spiny_1,ME_Exc_7,580194100,,,,,,
1532,spiny,spiny,Chrna2-Cre_OE25,Rorb-IRES2-Cre,Exc_3,Inh_6,,,Spiny_1,ME_Exc_7,314822529,ME_Exc_13,Spiny_14,Inh_6,ME_Exc_13,Spiny_14,Inh_2
1533,spiny,spiny,Chrna2-Cre_OE25,Glt25d2-Cre_NF107,Inh_11,Inh_6,,,Spiny_1,ME_Exc_7,572608696,,,,,,
1534,aspiny,aspiny,Chrna2-Cre_OE25,Pvalb-IRES-Cre,Exc_3,Exc_1,Spiny_5,ME_Exc_18,Spiny_1,ME_Exc_7,571379507,,,,,,
1535,spiny,spiny,Chrna2-Cre_OE25,Cux2-CreERT2,Inh_10,Inh_6,,,Spiny_1,ME_Exc_7,485955227,,,,,,
1536,aspiny,aspiny,Chrna2-Cre_OE25,Sst-IRES-Cre,Inh_10,Exc_1,,,Spiny_1,ME_Exc_7,329254830,,,,,,
1537,spiny,spiny,Chrna2-Cre_OE25,Rorb-IRES2-Cre,Inh_5,Inh_6,,,Spiny_1,ME_Exc_7,480353286,ME_Exc_13,Spiny_14,Inh_6,ME_Exc_13,Spiny_14,Inh_6
1538,aspiny,aspiny,Chrna2-Cre_OE25,Pvalb-IRES-Cre,,Exc_1,,,Spiny_1,ME_Exc_7,475892238,,,,,,
1539,spiny,spiny,Chrna2-Cre_OE25,Ctgf-T2A-dgCre,,Exc_1,,,Spiny_1,ME_Exc_7,501841672,ME_Exc_13,Spiny_14,Inh_6,ME_Exc_13,Spiny_14,Inh_2
1540,spiny,spiny,Chrna2-Cre_OE25,Rorb-IRES2-Cre,,Inh_6,,,Spiny_1,ME_Exc_7,501951290,,,,,,
1541,aspiny,aspiny,Chrna2-Cre_OE25,Pvalb-IRES-Cre,,Exc_1,,,Spiny_1,ME_Exc_7,574992320,ME_Exc_13,Spiny_14,Inh_6,ME_Exc_13,Spiny_14,Inh_2
1542,spiny,spiny,Chrna2-Cre_OE25,Sim1-Cre_KJ18,,Inh_6,,,Spiny_1,ME_Exc_7,558476932,,,,,,
1543,spiny,spiny,Chrna2-Cre_OE25,Scnn1a-Tg3-Cre,,Inh_6,,,Spiny_1,ME_Exc_7,469803127,,,,,,
1544,spiny,spiny,Chrna2-Cre_OE25,Rbp4-Cre_KL100,,Inh_6,,,Spiny_1,ME_Exc_7,486132712,ME_Exc_13,Spiny_14,Inh_6,ME_Exc_13,Spiny_14,Inh_2
1545,aspiny,aspiny,Chrna2-Cre_OE25,Nkx2-1-CreERT2,,Exc_1,,,Spiny_1,ME_Exc_7,563373346,,,,,,
1546,aspiny,aspiny,Chrna2-Cre_OE25,Htr3a-Cre_NO152,,Inh_5,,,Spiny_1,ME_Exc_7,474267418,ME_Exc_13,Spiny_14,Inh_2,ME_Exc_13,Spiny_14,Inh_2
1547,aspiny,aspiny,Chrna2-Cre_OE25,Pvalb-IRES-Cre,,Exc_1,,,Spiny_1,ME_Exc_7,336676216,ME_Exc_13,Spiny_14,Inh_6,ME_Exc_13,Spiny_14,Inh_6
1548,spiny,spiny,Chrna2-Cre_OE25,Cux2-CreERT2,,Inh_6,,,Spiny_1,ME_Exc_7,486239338,ME_Exc_13,Spiny_14,Inh_6,ME_Exc_13,Spiny_14,Inh_2
1549,aspiny,spiny,Chrna2-Cre_OE25,Ctgf-T2A-dgCre,,Inh_5,,,Spiny_15,ME_Exc_5,501850666,ME_Exc_13,Spiny_14,Inh_6,ME_Exc_13,Spiny_14,Inh_2
1550,aspiny,aspiny,Chrna2-Cre_OE25,Pvalb-IRES-Cre,,Exc_1,,,Spiny_1,ME_Exc_7,567927838,ME_Exc_13,Spiny_14,Inh_6,ME_Exc_13,Spiny_14,Inh_4
1551,spiny,sparsely spiny,Chrna2-Cre_OE25,Nos1-CreERT2|Sst-IRES-FlpO,,Inh_6,,,Spiny_1,ME_Exc_7,587081792,,,,,,
1552,spiny,spiny,Chrna2-Cre_OE25,Sim1-Cre_KJ18,,Inh_6,,,Spiny_1,ME_Exc_7,589764355,,,,,,
1553,aspiny,aspiny,Chrna2-Cre_OE25,Pvalb-IRES-Cre,,Exc_1,,,Spiny_1,ME_Exc_7,480735016,,,,,,
1554,aspiny,aspiny,Chrna2-Cre_OE25,Pvalb-IRES-Cre,,Exc_1,,,Spiny_1,ME_Exc_7,464290292,,,,,,
1555,spiny,spiny,Chrna2-Cre_OE25,Scnn1a-Tg3-Cre,,Inh_6,,,Spiny_1,ME_Exc_7,470098860,,,,,,
